race,age,priors_count,juv_fel_count,c_charge_degree,loan_approved
African-American,25,7,0,1,1
African-American,25,3,0,1,0
Caucasian,33,4,0,1,1
African-American,24,0,0,1,1
Caucasian,44,0,0,1,1
African-American,44,0,0,1,1
African-American,23,0,0,0,1
Caucasian,31,2,0,1,0
African-American,27,0,0,1,1
Caucasian,26,1,0,1,0
African-American,57,16,0,0,0
Caucasian,55,0,0,1,1
Caucasian,36,7,0,1,0
African-American,30,18,0,0,0
African-American,34,0,0,1,0
African-American,24,1,0,1,1
African-American,42,7,0,1,1
Caucasian,34,12,0,1,0
Caucasian,40,6,0,1,1
African-American,30,4,0,1,1
Caucasian,31,3,0,0,0
Caucasian,33,2,0,1,0
Caucasian,27,1,0,0,1
African-American,37,3,0,0,1
African-American,25,1,0,1,1
Caucasian,45,2,0,1,1
Caucasian,31,1,0,1,1
African-American,23,0,0,1,1
African-American,21,0,0,1,1
African-American,28,6,0,0,0
African-American,35,0,0,1,1
African-American,29,4,0,1,0
African-American,23,2,0,1,0
African-American,28,7,0,1,0
Caucasian,34,0,0,0,0
Caucasian,32,5,0,1,1
Caucasian,52,2,0,0,1
African-American,25,2,0,1,1
Caucasian,34,15,0,1,1
African-American,47,4,0,1,0
African-American,50,9,0,1,1
African-American,30,4,0,1,1
Caucasian,22,0,0,0,0
Caucasian,53,1,0,0,0
African-American,47,7,0,1,0
Caucasian,37,3,0,1,1
African-American,37,8,0,0,1
African-American,26,7,0,1,0
Caucasian,31,0,0,0,1
Caucasian,20,0,0,1,0
African-American,22,0,0,1,0
African-American,33,14,0,1,0
African-American,30,1,0,0,1
Caucasian,27,5,0,1,0
African-American,24,2,0,0,0
African-American,29,0,0,0,1
Caucasian,24,0,0,1,1
African-American,44,29,0,1,0
Caucasian,46,1,0,0,0
African-American,36,1,0,1,1
African-American,23,0,0,0,0
African-American,21,1,0,1,0
African-American,29,6,0,1,0
African-American,29,4,0,0,1
African-American,26,0,0,0,1
Caucasian,50,7,0,0,0
African-American,32,1,0,1,1
African-American,30,1,0,1,1
African-American,25,0,0,1,1
Caucasian,44,10,0,1,0
African-American,58,0,0,1,0
African-American,24,5,0,1,1
African-American,20,1,0,1,0
Caucasian,29,0,0,0,0
Caucasian,21,1,0,1,1
African-American,38,22,1,0,0
Caucasian,46,1,0,1,1
African-American,29,17,0,1,0
African-American,30,0,0,1,0
African-American,55,8,0,1,0
African-American,25,10,0,1,0
Caucasian,47,2,0,0,1
African-American,30,13,0,1,0
African-American,24,4,0,1,0
Caucasian,48,2,0,1,0
Caucasian,45,0,0,1,0
African-American,26,2,0,0,1
Caucasian,42,0,0,0,1
African-American,34,1,0,0,1
African-American,21,0,0,0,0
Caucasian,69,2,0,0,1
Caucasian,24,5,0,1,0
African-American,45,1,0,0,1
African-American,28,3,0,0,1
African-American,25,8,0,0,0
African-American,52,2,0,0,1
Caucasian,30,0,0,1,1
Caucasian,32,5,0,1,0
Caucasian,47,11,0,1,1
African-American,38,2,0,0,0
African-American,32,2,0,1,1
African-American,23,4,0,1,0
African-American,59,9,0,1,0
Caucasian,24,5,0,1,0
African-American,22,0,0,1,1
African-American,35,6,0,1,1
African-American,24,0,0,1,0
African-American,35,1,0,0,1
African-American,25,2,0,1,1
Caucasian,58,3,0,0,1
African-American,27,7,0,1,0
African-American,24,6,0,1,0
Caucasian,33,2,0,0,1
Caucasian,44,4,0,1,1
African-American,30,3,0,1,1
Caucasian,28,0,0,1,1
African-American,34,1,0,1,1
African-American,26,1,0,1,0
African-American,23,0,0,1,1
Caucasian,29,11,0,1,0
African-American,31,0,0,0,1
African-American,30,14,0,1,0
Caucasian,21,2,0,1,0
African-American,44,0,0,1,1
African-American,52,0,0,1,1
African-American,30,6,0,1,0
African-American,31,9,0,1,0
African-American,21,2,0,1,1
Caucasian,77,1,0,0,1
Caucasian,61,4,0,1,1
African-American,41,0,0,0,1
Caucasian,24,0,0,0,1
African-American,34,5,0,1,1
Caucasian,34,3,0,1,0
African-American,25,6,0,0,0
African-American,30,1,0,1,1
Caucasian,55,1,0,1,0
African-American,22,1,0,0,1
Caucasian,32,0,0,1,0
African-American,53,5,0,0,1
Caucasian,50,1,0,0,1
African-American,36,7,0,1,0
African-American,35,16,0,1,0
Caucasian,25,0,0,0,1
Caucasian,31,2,0,0,1
African-American,26,1,0,1,1
Caucasian,25,0,0,0,1
African-American,32,0,0,0,1
Caucasian,40,5,0,1,1
African-American,35,0,0,1,1
African-American,27,2,0,1,1
African-American,33,12,0,1,0
Caucasian,30,2,0,1,1
African-American,30,0,0,1,1
African-American,41,19,0,1,1
Caucasian,21,1,0,0,1
Caucasian,29,0,0,1,1
Caucasian,32,1,0,0,1
Caucasian,25,0,0,1,1
Caucasian,50,0,0,1,1
Caucasian,35,4,0,1,1
African-American,37,17,1,1,0
African-American,43,4,0,1,0
Caucasian,29,12,0,0,0
Caucasian,61,0,0,1,1
African-American,22,4,0,1,0
Caucasian,27,2,0,1,0
African-American,31,0,0,0,1
African-American,44,12,0,1,1
African-American,34,1,0,0,1
Caucasian,34,1,0,1,1
African-American,20,0,0,0,0
African-American,30,0,0,0,1
African-American,43,0,0,0,1
Caucasian,51,4,0,1,0
African-American,42,7,1,1,0
Caucasian,44,4,0,1,1
Caucasian,24,0,0,0,1
Caucasian,36,12,0,1,1
Caucasian,39,0,0,1,0
African-American,32,2,0,0,1
African-American,30,1,0,1,1
African-American,38,0,0,0,1
African-American,27,8,0,1,1
Caucasian,24,2,0,0,1
Caucasian,30,0,0,1,0
Caucasian,43,0,0,0,0
African-American,30,8,6,0,0
African-American,22,2,0,1,0
Caucasian,26,1,0,0,1
Caucasian,37,3,0,1,1
Caucasian,25,5,0,1,0
Caucasian,65,1,0,1,0
Caucasian,29,1,0,1,1
Caucasian,32,3,0,1,1
African-American,21,8,0,1,0
Caucasian,21,1,0,1,1
Caucasian,47,13,0,0,0
African-American,36,4,0,1,1
African-American,25,6,0,1,0
Caucasian,32,4,0,0,0
Caucasian,43,1,0,1,1
African-American,27,2,0,1,1
African-American,26,8,0,0,0
African-American,21,1,0,1,1
African-American,40,23,2,0,0
Caucasian,38,3,0,0,1
African-American,41,7,0,1,1
Caucasian,25,7,0,1,0
Caucasian,21,1,0,1,1
Caucasian,74,0,0,0,1
Caucasian,41,5,0,0,0
African-American,57,11,0,1,0
African-American,30,1,0,0,1
Caucasian,33,3,0,1,0
Caucasian,24,2,0,0,1
Caucasian,29,0,0,0,1
Caucasian,42,0,0,1,0
Caucasian,30,1,0,1,1
African-American,33,0,0,1,1
African-American,21,2,0,1,0
Caucasian,41,9,0,0,0
African-American,28,5,0,0,1
African-American,52,3,0,1,1
African-American,25,0,0,1,0
African-American,27,0,0,0,1
Caucasian,35,0,0,1,1
African-American,40,2,0,0,1
African-American,24,2,0,0,0
African-American,24,10,5,1,0
African-American,54,13,0,1,1
Caucasian,50,1,0,1,1
African-American,21,1,0,1,0
African-American,24,2,0,1,0
African-American,33,11,0,1,0
African-American,29,3,0,0,1
Caucasian,25,0,0,0,1
African-American,38,0,0,1,0
Caucasian,46,1,0,1,1
African-American,33,9,0,0,0
African-American,39,3,0,1,0
African-American,23,1,0,1,1
African-American,23,3,0,0,0
African-American,35,4,0,1,1
Caucasian,49,12,0,1,0
Caucasian,27,0,0,0,1
African-American,22,2,0,1,1
African-American,29,0,0,1,0
African-American,31,0,0,0,1
Caucasian,65,0,0,1,1
Caucasian,24,6,0,1,1
African-American,46,0,0,0,1
African-American,20,0,0,1,0
African-American,29,16,0,1,0
African-American,29,7,0,1,1
Caucasian,56,3,0,1,1
African-American,21,0,0,1,1
African-American,40,0,0,1,0
African-American,22,2,0,0,0
Caucasian,39,0,0,0,1
African-American,22,1,0,1,0
Caucasian,36,1,0,1,1
African-American,30,0,0,1,1
Caucasian,56,17,0,1,0
African-American,36,0,0,0,1
African-American,38,5,0,0,1
African-American,32,0,0,1,1
African-American,34,5,0,1,0
Caucasian,52,0,0,0,1
Caucasian,20,1,0,1,0
African-American,38,5,0,0,1
Caucasian,46,0,0,0,1
African-American,27,0,0,1,0
African-American,20,2,0,1,0
African-American,51,1,0,0,1
Caucasian,29,1,0,1,0
African-American,35,7,0,1,0
Caucasian,37,1,0,0,0
Caucasian,63,0,0,1,1
African-American,27,2,0,1,1
African-American,27,1,0,1,0
African-American,27,0,0,1,1
African-American,24,2,0,0,0
African-American,32,13,0,0,0
Caucasian,25,4,0,1,0
African-American,24,10,2,0,1
African-American,27,0,0,0,1
African-American,48,0,0,0,1
African-American,26,1,0,0,1
Caucasian,23,1,0,1,0
Caucasian,22,3,0,0,0
African-American,51,4,0,1,1
African-American,41,0,0,1,1
African-American,21,0,0,1,1
African-American,32,1,0,0,1
African-American,39,3,0,0,1
Caucasian,46,0,0,0,1
African-American,22,1,0,0,0
African-American,36,2,0,1,0
Caucasian,32,0,0,0,1
African-American,38,17,0,0,0
African-American,22,1,0,1,0
Caucasian,69,0,0,0,0
African-American,26,2,0,1,1
African-American,27,1,0,0,0
Caucasian,30,1,0,0,1
African-American,22,2,0,1,1
Caucasian,43,0,0,1,1
Caucasian,22,2,0,0,0
Caucasian,55,0,0,0,1
African-American,20,1,0,1,1
African-American,22,1,0,0,0
African-American,29,15,0,1,0
Caucasian,33,9,0,1,0
Caucasian,55,7,0,1,1
African-American,22,1,0,1,1
African-American,55,1,0,1,1
Caucasian,43,0,0,1,0
African-American,21,0,0,1,0
African-American,38,6,1,1,1
African-American,23,0,0,1,1
Caucasian,28,1,0,0,1
African-American,39,1,0,1,1
Caucasian,79,1,0,0,1
Caucasian,48,1,0,1,1
African-American,31,5,1,0,1
Caucasian,30,4,0,0,0
African-American,32,5,0,1,0
Caucasian,56,1,0,0,1
African-American,28,0,0,0,0
African-American,43,2,0,0,1
African-American,27,21,0,1,0
African-American,41,0,0,0,1
African-American,43,3,0,0,0
African-American,33,1,0,1,1
African-American,22,0,0,1,1
African-American,34,3,0,1,1
Caucasian,36,0,0,0,1
Caucasian,69,0,0,1,1
Caucasian,32,5,0,1,0
African-American,22,1,0,1,0
Caucasian,46,0,0,1,1
Caucasian,34,1,0,0,1
African-American,39,0,0,0,1
African-American,25,6,0,0,0
African-American,63,9,0,1,0
Caucasian,24,8,0,1,0
Caucasian,29,2,0,0,1
African-American,20,3,0,1,0
Caucasian,40,0,0,0,1
African-American,30,7,0,1,0
Caucasian,36,10,0,0,0
Caucasian,50,5,0,1,1
African-American,37,4,0,0,0
African-American,34,1,0,1,1
African-American,31,1,0,0,0
Caucasian,23,10,0,1,1
Caucasian,37,2,0,1,0
African-American,54,22,0,1,0
Caucasian,26,2,0,1,1
African-American,34,12,0,1,0
Caucasian,59,2,0,0,0
Caucasian,45,2,0,1,1
Caucasian,37,2,0,0,1
Caucasian,45,1,0,1,0
African-American,22,1,0,1,1
African-American,24,3,0,1,0
African-American,25,5,0,1,1
African-American,24,6,0,1,0
African-American,52,3,0,0,1
African-American,20,1,0,0,0
African-American,32,6,0,1,1
Caucasian,32,2,0,1,0
Caucasian,39,8,0,1,1
African-American,49,3,0,1,0
African-American,20,1,1,1,0
Caucasian,31,11,0,1,0
Caucasian,58,7,0,1,0
African-American,26,11,0,1,0
African-American,20,1,1,1,1
Caucasian,39,1,0,1,1
Caucasian,51,1,0,0,0
African-American,30,2,0,0,1
Caucasian,26,9,1,1,0
African-American,26,2,0,1,1
African-American,35,13,1,1,0
Caucasian,51,7,0,1,1
Caucasian,26,0,0,1,1
African-American,26,5,0,1,1
Caucasian,20,0,0,1,1
African-American,28,0,0,1,0
African-American,23,1,0,0,0
African-American,21,0,0,0,1
Caucasian,30,0,0,1,1
Caucasian,21,2,0,1,0
Caucasian,20,1,1,1,0
Caucasian,24,5,0,1,0
African-American,35,22,0,1,0
Caucasian,50,2,0,1,0
African-American,25,5,0,0,1
Caucasian,48,1,0,1,1
African-American,31,12,1,0,0
African-American,26,0,0,1,1
African-American,22,0,0,1,1
African-American,29,0,0,1,1
Caucasian,52,1,0,1,1
African-American,21,0,0,1,1
Caucasian,21,1,0,1,1
Caucasian,20,0,0,1,0
Caucasian,30,1,0,1,0
African-American,33,3,0,0,0
African-American,24,3,0,1,1
African-American,30,11,0,1,0
Caucasian,30,0,0,0,1
African-American,47,13,0,1,0
African-American,41,9,0,0,1
Caucasian,48,6,0,1,1
African-American,52,2,0,1,0
African-American,34,1,0,0,1
Caucasian,35,0,0,1,0
African-American,24,1,0,1,0
Caucasian,48,17,0,1,1
African-American,43,3,0,1,0
African-American,25,1,0,0,1
African-American,34,20,0,1,0
African-American,25,2,0,1,0
Caucasian,56,6,0,1,1
African-American,23,0,0,1,1
Caucasian,21,0,0,0,1
Caucasian,66,0,0,0,1
African-American,28,7,0,0,1
Caucasian,29,0,0,0,1
Caucasian,22,3,0,1,0
Caucasian,39,0,0,1,1
African-American,33,9,0,0,0
Caucasian,29,2,0,1,0
Caucasian,31,1,0,1,1
African-American,22,0,0,0,1
Caucasian,22,0,0,0,1
Caucasian,35,3,0,1,1
Caucasian,29,3,0,1,0
African-American,37,0,0,1,1
African-American,30,0,0,1,1
Caucasian,56,1,0,1,1
African-American,34,0,0,1,1
African-American,23,1,0,1,0
African-American,27,1,1,1,0
Caucasian,43,2,0,1,1
Caucasian,38,0,0,1,1
Caucasian,39,3,0,1,1
African-American,24,1,0,1,0
African-American,26,2,0,0,1
Caucasian,55,0,0,0,1
African-American,35,1,0,1,0
African-American,61,25,0,1,1
Caucasian,40,4,0,1,1
African-American,33,3,0,1,1
Caucasian,26,0,0,1,0
Caucasian,32,15,0,1,0
African-American,28,0,0,1,1
Caucasian,45,0,0,0,1
Caucasian,30,0,0,1,0
Caucasian,57,4,0,1,1
African-American,26,3,0,1,0
African-American,35,1,0,1,1
African-American,29,0,0,1,1
Caucasian,40,0,0,0,1
Caucasian,28,1,0,1,0
African-American,25,0,0,0,1
African-American,44,3,0,0,1
Caucasian,48,1,0,0,1
Caucasian,59,1,0,1,1
Caucasian,23,4,0,1,0
African-American,29,0,0,1,1
Caucasian,56,0,0,0,1
African-American,27,0,0,0,1
Caucasian,29,0,0,0,1
Caucasian,34,4,0,0,1
African-American,22,0,0,1,1
Caucasian,40,5,0,1,0
Caucasian,31,0,0,1,1
African-American,47,3,0,1,1
African-American,24,8,0,1,0
Caucasian,20,1,0,1,1
African-American,39,4,0,1,1
African-American,29,10,0,1,0
African-American,26,4,0,1,0
African-American,61,2,0,0,1
Caucasian,24,2,0,1,0
African-American,30,0,0,0,1
African-American,20,0,0,0,0
African-American,56,22,0,1,0
Caucasian,50,3,0,1,0
Caucasian,56,5,0,1,1
African-American,30,10,0,1,0
African-American,28,12,0,0,0
African-American,59,1,0,0,1
African-American,20,1,1,1,0
Caucasian,23,4,0,0,0
Caucasian,28,2,0,1,0
Caucasian,35,3,0,0,0
African-American,22,1,0,1,0
African-American,22,0,0,1,1
African-American,46,3,0,0,0
African-American,61,8,0,1,0
African-American,26,5,0,1,1
Caucasian,44,1,0,1,1
African-American,34,0,0,0,0
Caucasian,29,1,0,1,0
African-American,29,8,0,0,1
African-American,48,5,0,1,0
African-American,31,0,0,0,1
Caucasian,21,2,0,1,1
Caucasian,34,4,0,1,1
African-American,54,21,0,1,1
Caucasian,20,4,0,1,1
Caucasian,31,1,0,1,0
Caucasian,22,0,0,0,1
African-American,36,6,0,0,1
African-American,34,9,3,1,0
Caucasian,36,3,0,0,1
African-American,32,3,0,1,0
African-American,50,15,0,0,1
African-American,25,7,0,1,0
African-American,31,1,0,0,1
African-American,49,10,0,1,0
African-American,21,2,1,1,1
African-American,26,5,0,1,0
Caucasian,25,2,0,1,0
Caucasian,38,5,0,1,1
Caucasian,35,2,0,0,1
African-American,50,10,0,1,1
African-American,32,4,0,1,0
Caucasian,29,1,0,1,1
Caucasian,46,0,0,1,1
Caucasian,53,1,0,0,1
Caucasian,27,1,0,1,0
Caucasian,29,4,0,1,1
African-American,23,3,0,0,0
Caucasian,24,1,0,0,1
African-American,33,18,0,1,0
African-American,32,1,0,0,0
African-American,38,7,0,1,0
African-American,40,20,0,1,1
African-American,36,1,0,0,1
African-American,34,16,0,1,0
Caucasian,41,1,0,0,0
Caucasian,57,7,0,1,1
African-American,26,1,0,1,1
Caucasian,39,2,0,1,0
African-American,45,0,0,1,0
African-American,26,2,0,1,1
Caucasian,48,0,0,1,1
Caucasian,52,7,0,0,1
African-American,43,0,0,0,1
African-American,35,2,0,1,1
Caucasian,24,3,0,1,1
African-American,27,11,0,1,0
African-American,56,28,0,1,1
African-American,28,2,0,1,0
African-American,21,0,0,1,1
African-American,33,5,0,0,0
African-American,25,1,0,1,0
African-American,36,17,0,1,0
Caucasian,25,0,0,1,1
Caucasian,46,0,0,0,1
African-American,24,0,0,1,1
African-American,28,4,0,1,0
African-American,28,12,0,0,0
African-American,23,0,0,0,0
Caucasian,50,1,0,0,0
Caucasian,24,0,0,0,1
African-American,55,2,0,1,1
African-American,22,0,0,1,0
African-American,38,14,0,1,1
African-American,31,1,0,1,1
African-American,30,3,0,1,1
Caucasian,52,1,0,1,1
African-American,37,16,0,1,0
Caucasian,41,1,0,0,1
African-American,20,0,0,1,0
Caucasian,21,0,0,0,0
Caucasian,22,1,0,0,1
African-American,38,7,0,0,1
African-American,31,0,0,1,1
Caucasian,28,0,0,1,1
African-American,39,1,0,1,1
African-American,34,22,0,1,0
Caucasian,32,2,0,1,1
African-American,36,7,0,0,1
African-American,24,0,0,0,0
African-American,27,9,0,1,0
African-American,61,8,0,0,1
African-American,43,2,0,1,1
African-American,26,1,0,1,1
African-American,32,7,0,1,1
Caucasian,57,2,0,1,1
Caucasian,40,0,0,0,1
Caucasian,33,6,0,1,0
African-American,30,2,0,1,0
Caucasian,29,1,0,0,1
Caucasian,21,1,0,1,1
African-American,36,2,0,0,1
African-American,59,17,0,1,1
African-American,35,6,0,1,0
African-American,21,2,0,1,0
African-American,49,29,0,1,0
African-American,37,23,0,0,0
African-American,20,1,1,1,0
Caucasian,28,1,0,1,1
African-American,29,3,0,1,0
African-American,25,1,0,1,0
African-American,20,2,0,1,0
Caucasian,30,3,0,0,0
African-American,55,5,0,1,1
Caucasian,26,0,0,0,1
Caucasian,52,6,0,1,1
African-American,52,16,0,1,0
Caucasian,60,2,0,0,1
Caucasian,44,0,0,0,1
African-American,25,2,0,0,1
Caucasian,20,4,0,1,0
Caucasian,28,3,0,1,0
African-American,39,3,0,0,1
Caucasian,22,1,0,1,1
Caucasian,24,1,0,1,0
African-American,28,0,0,1,1
African-American,35,10,0,1,0
Caucasian,30,0,0,0,1
African-American,22,0,0,1,0
African-American,39,9,0,1,1
African-American,26,5,0,0,1
African-American,33,3,0,1,1
African-American,23,0,0,1,1
African-American,52,0,0,1,0
African-American,22,0,0,0,0
Caucasian,54,0,0,1,1
African-American,50,2,0,0,1
African-American,20,2,0,1,0
Caucasian,25,1,0,1,1
Caucasian,46,0,0,1,1
African-American,26,1,0,1,0
Caucasian,22,0,0,0,1
Caucasian,38,10,1,1,0
African-American,34,5,0,1,0
African-American,18,4,5,1,0
Caucasian,26,3,0,1,0
Caucasian,23,0,0,1,1
Caucasian,44,1,0,0,0
Caucasian,53,9,0,1,0
African-American,27,6,0,1,1
African-American,27,4,0,1,0
Caucasian,25,2,0,1,1
Caucasian,48,18,0,1,0
Caucasian,19,1,0,1,0
Caucasian,53,0,0,1,1
African-American,39,0,0,0,1
African-American,27,6,1,1,0
Caucasian,29,1,0,1,0
African-American,21,2,0,1,0
African-American,24,7,0,1,1
Caucasian,33,0,0,0,1
Caucasian,24,1,0,0,1
Caucasian,46,1,0,1,1
Caucasian,38,0,0,1,1
African-American,30,13,0,1,0
African-American,26,27,0,0,0
Caucasian,57,2,0,1,1
Caucasian,43,0,0,1,1
African-American,22,0,0,0,1
Caucasian,26,1,0,0,1
African-American,28,9,0,0,0
Caucasian,51,3,0,1,1
Caucasian,24,1,0,1,1
African-American,48,3,0,1,0
Caucasian,26,0,0,0,0
African-American,31,6,0,1,0
African-American,27,6,1,0,1
African-American,25,0,0,0,1
Caucasian,56,3,0,0,1
African-American,29,1,0,0,1
Caucasian,30,3,0,1,0
African-American,21,0,0,1,1
Caucasian,22,1,0,1,0
African-American,28,0,0,0,1
African-American,35,2,0,1,1
Caucasian,23,0,0,1,1
African-American,48,4,0,1,1
Caucasian,22,4,0,0,0
African-American,37,2,0,1,1
African-American,33,0,0,1,1
African-American,23,5,0,1,0
African-American,22,0,0,0,0
African-American,24,0,0,1,1
African-American,44,2,0,0,1
African-American,26,4,0,0,1
African-American,26,0,0,0,1
African-American,29,2,0,1,1
Caucasian,30,1,0,0,1
African-American,23,1,0,1,0
African-American,28,0,0,1,0
African-American,20,0,0,1,1
Caucasian,24,7,0,0,1
African-American,37,6,0,1,0
African-American,21,1,0,1,1
African-American,27,8,0,1,0
African-American,26,2,0,1,0
Caucasian,42,0,0,0,1
African-American,23,8,0,1,0
Caucasian,43,1,0,1,1
Caucasian,55,0,0,0,1
Caucasian,38,0,0,1,0
Caucasian,24,1,0,1,0
African-American,23,0,0,0,1
African-American,64,0,0,1,1
African-American,32,11,0,1,0
African-American,39,0,0,1,0
Caucasian,30,0,0,0,1
African-American,22,1,0,0,1
African-American,20,2,0,1,0
African-American,21,0,0,1,0
Caucasian,24,0,0,1,1
Caucasian,50,2,0,1,1
African-American,30,3,0,0,1
African-American,51,12,0,1,0
African-American,21,2,0,0,0
African-American,21,1,1,1,0
African-American,31,1,0,1,1
African-American,23,2,0,0,0
African-American,32,4,0,1,0
African-American,28,11,0,1,0
Caucasian,50,16,1,1,0
African-American,24,0,0,1,1
African-American,19,1,0,1,0
African-American,29,3,0,1,0
African-American,41,6,0,1,0
African-American,28,4,0,0,0
Caucasian,29,6,0,1,0
Caucasian,49,0,0,1,1
Caucasian,42,0,0,0,1
African-American,38,4,0,0,1
African-American,22,3,0,1,0
Caucasian,46,0,0,0,0
Caucasian,63,1,0,1,1
African-American,38,0,0,1,0
African-American,36,0,0,1,1
African-American,27,10,0,0,0
Caucasian,22,6,0,1,0
African-American,29,11,0,0,1
African-American,23,6,0,1,0
African-American,39,2,0,0,1
Caucasian,47,0,0,0,1
African-American,26,7,0,1,0
African-American,21,0,0,1,0
African-American,55,12,0,1,1
African-American,63,2,0,0,1
African-American,27,2,0,1,0
Caucasian,55,27,0,0,1
Caucasian,57,21,0,0,0
African-American,30,2,0,1,0
African-American,26,3,0,0,1
Caucasian,26,0,0,1,0
Caucasian,37,1,0,0,1
African-American,25,4,0,0,1
African-American,34,0,0,1,1
African-American,25,2,1,1,0
Caucasian,46,2,0,1,1
African-American,32,8,0,1,1
African-American,25,5,0,1,0
African-American,35,4,0,1,0
African-American,33,2,0,1,0
African-American,26,2,0,1,0
Caucasian,49,10,0,1,0
African-American,29,2,0,0,1
Caucasian,28,6,0,0,0
African-American,53,20,0,1,1
African-American,29,3,0,1,0
Caucasian,27,0,0,1,1
Caucasian,48,0,0,1,1
Caucasian,25,1,0,0,0
Caucasian,67,0,0,1,1
African-American,29,2,0,0,1
African-American,53,3,0,1,1
Caucasian,23,1,0,1,1
African-American,49,0,0,1,1
Caucasian,44,0,0,0,1
African-American,26,10,1,1,0
Caucasian,51,2,0,1,0
African-American,46,0,0,0,1
Caucasian,30,1,0,1,0
African-American,48,0,0,1,0
African-American,77,1,0,0,0
African-American,21,2,0,1,0
Caucasian,46,11,0,1,0
African-American,54,4,0,1,0
Caucasian,54,3,0,1,1
African-American,26,15,0,1,1
African-American,23,8,0,1,0
Caucasian,39,2,0,1,1
African-American,29,1,0,0,0
African-American,30,9,1,0,0
African-American,41,6,0,1,1
African-American,32,1,0,0,1
African-American,48,12,0,0,1
Caucasian,39,2,0,1,1
African-American,52,0,0,0,0
African-American,31,3,0,1,0
Caucasian,22,1,0,1,0
African-American,56,4,0,0,0
Caucasian,46,0,0,0,1
Caucasian,52,23,0,1,0
African-American,29,7,0,1,0
African-American,22,0,0,1,1
African-American,39,8,0,1,1
African-American,35,9,0,1,1
African-American,26,1,0,0,1
African-American,27,1,0,1,1
African-American,27,5,0,1,0
Caucasian,34,10,0,1,0
African-American,47,21,0,1,0
African-American,27,2,0,0,1
African-American,32,0,0,0,0
African-American,25,5,0,1,0
Caucasian,22,2,0,0,0
Caucasian,43,4,0,0,1
African-American,52,7,0,1,0
African-American,21,2,0,1,0
African-American,28,11,0,1,0
African-American,21,1,0,1,0
Caucasian,23,4,0,0,0
African-American,31,1,0,0,1
Caucasian,34,1,0,0,1
African-American,32,0,0,0,1
Caucasian,50,0,0,0,0
African-American,27,1,0,0,1
African-American,26,4,0,1,1
African-American,27,4,1,1,0
Caucasian,29,0,0,1,0
Caucasian,30,11,0,0,0
African-American,58,0,0,0,1
African-American,27,14,2,1,0
African-American,28,5,0,1,0
African-American,24,15,0,1,0
African-American,45,1,0,1,0
Caucasian,50,0,0,0,1
African-American,30,15,0,1,0
Caucasian,43,0,0,1,0
Caucasian,24,0,0,1,0
African-American,34,10,0,1,1
Caucasian,26,2,0,1,1
Caucasian,31,0,0,1,1
African-American,23,1,0,1,0
African-American,39,0,0,1,1
African-American,50,4,0,1,0
African-American,22,0,0,0,1
African-American,25,0,0,0,1
African-American,21,2,0,1,1
Caucasian,20,1,0,1,1
African-American,54,12,0,0,0
African-American,27,2,0,1,0
Caucasian,45,5,0,1,0
African-American,34,13,3,1,0
Caucasian,55,0,0,1,1
African-American,24,0,0,0,1
African-American,20,0,0,1,0
African-American,37,5,0,0,0
Caucasian,34,1,0,0,1
African-American,41,2,0,1,0
African-American,21,1,0,1,0
African-American,22,3,0,1,0
African-American,24,0,0,1,1
Caucasian,42,8,0,1,1
African-American,23,0,0,0,0
African-American,40,1,0,1,1
African-American,19,2,3,1,0
Caucasian,20,0,0,0,1
Caucasian,44,0,0,1,0
African-American,20,0,0,0,1
African-American,27,5,0,0,1
Caucasian,20,0,0,0,0
African-American,20,0,0,1,1
Caucasian,28,1,0,1,0
African-American,29,9,0,1,0
African-American,21,0,0,1,0
African-American,45,4,0,0,0
African-American,24,2,0,1,0
African-American,60,15,0,1,0
African-American,43,8,1,1,0
African-American,24,0,0,1,1
African-American,23,3,0,1,0
Caucasian,27,0,0,1,1
Caucasian,24,0,0,1,1
African-American,31,6,0,0,0
African-American,22,0,0,1,0
African-American,46,4,0,1,1
African-American,53,3,0,0,1
Caucasian,54,0,0,1,1
Caucasian,37,5,0,1,0
African-American,35,7,0,1,0
African-American,53,0,0,1,1
African-American,26,9,0,0,0
African-American,48,7,0,0,0
African-American,63,22,0,0,0
African-American,56,2,0,0,0
African-American,25,6,0,1,0
Caucasian,49,0,0,1,1
Caucasian,34,0,0,0,0
African-American,21,0,0,0,0
Caucasian,23,0,0,1,0
Caucasian,57,0,0,1,1
Caucasian,29,8,0,1,0
Caucasian,25,5,0,1,0
African-American,42,1,0,1,1
African-American,51,1,0,1,1
African-American,26,7,0,1,1
African-American,34,9,0,1,1
African-American,53,13,0,0,1
African-American,43,6,0,1,1
African-American,34,0,0,1,1
Caucasian,27,2,0,1,0
African-American,51,0,0,0,1
Caucasian,26,1,0,0,1
African-American,47,5,0,1,1
Caucasian,22,0,0,1,1
Caucasian,36,0,0,1,1
Caucasian,41,4,0,1,0
African-American,37,2,0,0,1
African-American,21,2,0,1,1
African-American,25,6,0,0,1
African-American,24,7,0,0,0
Caucasian,33,0,0,0,1
Caucasian,46,5,0,1,1
Caucasian,44,3,0,1,0
Caucasian,46,0,0,1,0
African-American,28,1,0,1,1
African-American,28,5,1,1,0
African-American,66,5,0,1,0
Caucasian,20,0,0,0,1
African-American,27,2,0,1,1
African-American,25,3,0,1,0
Caucasian,31,8,0,0,1
African-American,39,1,0,1,1
African-American,41,7,0,1,0
African-American,26,0,0,1,1
